sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen25_completion_v2,metric_icl_E_rate_qwen25_completion_v2,metric_icl_C_qwen25_completion_v2,metric_icl_D_qwen25_completion_v2,metric_icl_D_rate_qwen25_completion_v2,metric_icl_E_qwen25_completion_v2_std,metric_icl_E_rate_qwen25_completion_v2_std,metric_icl_C_qwen25_completion_v2_std,metric_icl_D_qwen25_completion_v2_std,metric_icl_D_rate_qwen25_completion_v2_std
test.sa-sb.sa-b::00808,"For Haun, snacks are important for watching movies. He gets the same snacks every time he's at the cinema. Haun orders lemonade, popcorn, and gummy bears. Today he also got a hot dog.",0.0,content_diversity,he let his food fall in the movie,he made a mess inside the theater,the food spills all over,the food he ate created a mess,he was sloppy with his eating habit,-0.060,0.922,-0.323,-0.770,-0.448,39.073125,1.405884,0.279848,10.934549,0.393434,19.552757,0.424882,0.000000,5.471807,0.118903
test.sa-sb.sa-b::00852,"Xander has a crush on Sadie. He puts notes in her locker every day. Sadie writes notes back. Today, Xander is going to tell her he likes her.",1.0,content_diversity,he was so nervous,she told him she is a lesbian,she said she likes him back,she was not in school,he bought a gift,-0.037,0.938,-0.270,-0.616,-0.111,25.951563,0.963479,0.324856,8.430512,0.312992,11.189897,1.004243,0.000000,3.635101,0.326234
test.sa-sb.sa-b::00816,Ben is sitting down eating his lunch at school. A kid comes over to Ben and dumps his food on his head. Ben gets up and starts throws his food at the kid. Everyone starts throwing food at each other.,1.0,content_diversity,"The principal tried to end the fight, but was hit in the face with a slice of pizza.","Ben and the kid start rolling around, punching each other.",Some students ran out of the room screaming.,The fight went on for the rest of lunch.,Ben slipped on some of the food.,-0.048,0.953,-0.283,-0.668,-0.231,8.364687,0.118136,0.574358,4.804321,0.067852,54.540549,0.861537,0.000000,31.325776,0.494830
test.sa-sb.sa-b::00816,Ben is sitting down eating his lunch at school. A kid comes over to Ben and dumps his food on his head. Ben gets up and starts throws his food at the kid. Everyone starts throwing food at each other.,0.0,content_diversity,The principal was hit with a slice of pizza.,The principal could not stop the food fight before he was hit in the face with pizza.,"Someone threw a slice of pizza at the principal, hitting him in the face.",Pizza flew across the room and hit the principal in the face.,"The principal tried to stop the food fight, but was hit with a hot slice of pizza.",-0.146,0.814,-0.518,-0.976,-0.781,38.710156,0.607241,0.577354,22.349465,0.350593,43.397475,0.278382,0.000000,25.055708,0.160725
test.sa-sb.sa-b::00811,"Our neighbors abandoned their cat. Since then, we've been taking care of her. She comes to our porch to be fed every day. I'm going to set up an appointment with the vet to get shots for her.",1.0,content_diversity,I will adopt this cat,this cat is cute,I hope it will not be hurt,I think it will be fine,this is a matter of animal loving,-0.056,0.914,-0.243,-0.682,-0.299,11.812969,0.820050,0.401228,4.739699,0.329027,57.729581,0.957793,0.000000,23.162751,0.384294
test.sa-sb.sa-b::00867,Jake offered to buy his friend lunch. As long as Jake chose where. Jake made sure to have a buy one get one free coupon. He used it and earned points for himself.,1.0,content_diversity,they had a good lunch,it was a good way to save,it was smart,they ended up with burgers,they chose a seafood restaurant,-0.045,0.924,-0.287,-0.663,-0.302,17.109688,1.204462,0.395136,6.760646,0.475926,22.746266,1.294833,0.000000,8.987859,0.511635
test.sa-sb.sa-b::00812,"I got called to the office during class. I walked out and stopped at my locker. Just as I was trying to open my door, the teacher walked out. He said my name and my locker popped open and hit my knee.",1.0,content_diversity,it was painful,my knee was broken,the teacher helps me,the teacher laughs,I was embarrassed,-0.038,0.736,-0.359,-0.605,-0.227,19.555156,1.033605,0.434748,8.501556,0.449357,10.234871,0.724418,0.000000,4.449585,0.314939
test.sa-sb.sa-b::00861,"My dad bought some nonalcoholic beer. Since it didn't have alcohol, I asked him if I could try it. He told me I wouldn't like it. I tried it, and made a terrible face.",1.0,content_diversity,"He was right, I didn't like it.",I decided to sneak an alcoholic drink to see if it tasted better.,I questioned why he bought nonalcoholic beer in the first place.,It tasted like poison!,Why did I ask to taste this?,-0.025,0.962,-0.195,-0.723,-0.263,-3.919375,-0.524371,0.592007,-2.320299,-0.310431,46.651293,1.857756,0.000000,27.617908,1.099805
test.sa-sb.sa-b::00861,"My dad bought some nonalcoholic beer. Since it didn't have alcohol, I asked him if I could try it. He told me I wouldn't like it. I tried it, and made a terrible face.",0.0,content_diversity,I asked dad why he bought nonalcoholic beer.,"It tasted so bad, I asked my dad why he purchased it.",Why did dad buy this?,I wanted to know why dad bought nonalcoholic.,Why would he buy this kind of beer?,-0.061,0.903,-0.400,-0.899,-0.557,16.002187,0.494411,0.538350,8.614770,0.266166,42.478917,0.870178,0.000000,22.868505,0.468460
test.sa-sb.sa-b::00835,Tim bought a new scooter. He left it on his front porch. One day it was gone. He filed a police report.,1.0,content_diversity,he never got it back,it took forever,they got it back for him,he also post missing items,he search for it day and night,-0.060,0.907,-0.180,-0.650,-0.242,13.642031,0.822208,0.346834,4.731515,0.285169,52.252447,1.625407,0.000000,18.122906,0.563746
test.sa-sb.sa-b::00886,The man stubbed his toe. He thought it was broke. He called the doctor. The doctor made a house call.,1.0,content_diversity,His toe was not broken.,His toe was severely sprained.,The doctor placed a cast on his toe.,His toe was only bruised.,The doctor found no broken bones in his toe.,-0.122,0.862,-0.521,-0.953,-0.632,5.285938,0.262453,0.625847,3.308189,0.164256,24.305700,0.399557,0.000000,15.211655,0.250061
test.sa-sb.sa-b::00846,"Karen had been with her boyfriend for years, hoping to marry. Now her younger brother was engaged and expecting a baby. Karen felt like it was time for her boyfriend to ask her. She gave him an ultimatum to either marry or leave.",0.0,content_diversity,he choose to leave,he ran away,he decided not to marry her,he said he would not marry her,he said no,-0.085,0.891,-0.364,-0.721,-0.507,15.424063,0.650850,0.381874,5.890041,0.248542,21.606007,1.278280,0.000000,8.250763,0.488141
test.sa-sb.sa-b::00871,"My wife and went to the movies in 1981. We saw the first movie. My wife did not like the second, Harold and Maude, and we left. Yesterday I saw the movie on DVR while my wife was at work.",1.0,content_diversity,I like it,I did not like it either,it was funny,it was not funny,it was not the same on tv,-0.123,0.845,-0.396,-0.713,-0.371,8.461328,0.966509,0.429708,3.635903,0.415317,50.451717,1.730101,0.000000,21.679524,0.743439
test.sa-sb.sa-b::00871,"My wife and went to the movies in 1981. We saw the first movie. My wife did not like the second, Harold and Maude, and we left. Yesterday I saw the movie on DVR while my wife was at work.",0.0,content_diversity,I enjoy it,I like watching it,it was fun to watch,watching it was enjoyable,I have a good time watching the movie,-0.073,0.912,-0.464,-0.836,-0.744,22.156250,1.276858,0.439761,9.743453,0.561512,27.250876,0.926384,0.000000,11.983870,0.407388
test.sa-sb.sa-b::00842,The girl got out of bed. She checked her alarm clock. She still had time before work. She set the alarm.,0.0,content_diversity,she fell back asleep,she returned to sleep,she is sleeping some more,she sleeps again,she returns to her slumber,-0.053,0.952,-0.472,-0.967,-0.850,33.085234,1.620728,0.358246,11.852655,0.580619,29.137796,1.006095,0.000000,10.438501,0.360429
test.sa-sb.sa-b::00823,Lance was ready to make it on the baseball team. He was currently in his try out. He needed to put on a good performance. Lance was going to prove he belong.,0.0,content_diversity,he performs well,he plays very well,he shows what he is capable of,he was one of the one who plays better at the try out,he was great that day,-0.061,0.924,-0.347,-0.696,-0.682,30.530469,1.035905,0.345477,10.547569,0.357881,81.067022,0.961115,0.000000,28.006777,0.332043
test.sa-sb.sa-b::00862,Donald started running for president. He eventually gets elected to be president. On his very first days in office he makes many changes. One of the first changes he makes is building a huge wall.,1.0,content_diversity,this is about donald trump,"some likes it, some do not",many do not like this wall,it was a good wall,I could care less about that well,-0.020,0.950,-0.057,-0.630,-0.204,7.444687,0.541041,0.347792,2.589203,0.188170,39.867370,0.757191,0.000000,13.865552,0.263345
test.sa-sb.sa-b::00849,Seth and his friends are bored on a weekend day. They are all coming up with ideas of what to do. Seth asks his friends if they wanna go play basketball. They all agree to the idea.,1.0,content_diversity,Seth thought he would be the MVP.,Seth was ready to show of his skills.,Seth is the only one who shows up.,They went to the public court and set up a game against strangers.,Seth and his friends lost the game.,-0.041,0.949,-0.323,-0.794,-0.337,21.420781,0.545778,0.504378,10.804178,0.275278,78.738227,0.932205,0.000000,39.713855,0.470184
test.sa-sb.sa-b::00884,John knew how to do almost everything. He did not know how to swim though. John wanted to learn so he took lessons. Eventually John learned how to swim.,1.0,content_diversity,he loves swimming then,he plays water polo,he learns to scuba dive too,he became a water man,next he learns to surf,-0.069,0.906,-0.320,-0.797,-0.463,23.521406,1.002915,0.316220,7.437937,0.317142,23.931299,1.048770,0.000000,7.567553,0.331642
test.sa-sb.sa-b::00884,John knew how to do almost everything. He did not know how to swim though. John wanted to learn so he took lessons. Eventually John learned how to swim.,0.0,content_diversity,he likes swimming,he became a swimming lover,he enjoy swimming,he has a good time swimming,swimming became one of his favorite,-0.084,0.922,-0.416,-0.963,-0.860,17.470703,0.972483,0.417311,7.290710,0.405827,32.020945,0.911032,0.000000,13.362681,0.380183
test.sa-sb.sa-b::00888,Kate was using a service to find an apartment for her. They informed her they had 12 units in her price range. But when she arrived they had bad news. They had only found three.,1.0,content_diversity,"Luckily, she loved one of them and rented it.",She hated all of them and had to come back another day.,She fired the service and hired another one.,She decided to find a rental without a service.,She was very unhappy and yelled at them.,-0.049,0.924,-0.295,-0.770,-0.314,9.465625,0.149387,0.593232,5.615316,0.088621,28.434806,0.303963,0.000000,16.868449,0.180321
test.sa-sb.sa-b::00888,Kate was using a service to find an apartment for her. They informed her they had 12 units in her price range. But when she arrived they had bad news. They had only found three.,0.0,content_diversity,She really liked the first apartment and signed a lease.,Kate was happy with one of the three apartments.,Kate thought the first apartment was perfect and now she lives there.,Kate was pleased to discover that she actually liked one of the three.,"It worked out, though, because she was happy with the apartments they found and rented one.",-0.088,0.874,-0.411,-0.896,-0.701,8.947813,0.305050,0.597346,5.344943,0.182220,90.605060,0.551958,0.000000,54.122603,0.329710
test.sa-sb.sa-b::00847,Sarah is on vacation in another country. She checks into her hotel room. When she gets to the room she sees something amazing. A diamond is laying on the floor in front of the bed.,0.0,content_diversity,Sarah keeps the diamond for herself.,Sarah chose to keep the diamond.,Sarah picked up the diamond and hid it away.,The diamond was now hers.,Sarah placed the diamond in her pocket.,-0.087,0.918,-0.520,-0.954,-0.541,15.187656,0.425163,0.584735,8.880747,0.248608,24.539575,1.299704,0.000000,14.349136,0.759982
test.sa-sb.sa-b::00866,I grabbed a glass from the cabinet. Then I sliced a lemon and some cucumber to place in the glass. I poured water into the glass. I sighed after taking a big sip.,1.0,content_diversity,The water was refreshing.,The lemon and cucumber made the water taste better.,It really hit the spot.,Adding lemon and cucumber gave the water some nutrients.,I did not like the taste.,-0.049,0.909,-0.347,-0.716,-0.345,2.958281,-0.001661,0.661550,1.957050,-0.001099,49.115278,1.248063,0.000000,32.492202,0.825656
